x,y,f
0.309098009,0.0769566,0.211805358
-0.281201162,-0.714173917,0.166789675
0.245628723,-0.246279161,0.183836772
0.874319566,0.696653686,0.153926066
0.929015212,-0.088393858,0.083253941
1.145682084,0.779334266,0.117517358
1.451747561,1.507329036,0.062995612
0.296069391,1.937658577,0.010536416
1.159521815,0.607945495,0.11036943
0.340416534,0.24190177,0.214069052
-0.865677954,-1.546108611,0.064894277
1.255138292,0.039651592,0.049209777
0.583807168,0.216034752,0.183706379
-0.278328468,-0.89334902,0.13364969
0.678836624,1.443916267,0.070656956
-0.359750866,1.830506041,0.002563179
0.297656359,0.847383802,0.144069261
-1.141905535,-0.788966757,0.118116014
-1.286629427,-1.21159288,0.090747253
0.359497599,0.355592308,0.210516525
0.354114305,0.140503745,0.21037319
-0.496284672,-0.532181552,0.194159351
1.630872665,0.812525768,0.053026545
0.521354911,0.348302421,0.197907171
-2.293549204,-1.803051453,0.015877053
-1.586105311,-0.796970443,0.057632893
0.076475737,0.318537129,0.210726239
2.873041899,1.594887888,0.00297547
-0.48486048,-1.165042032,0.101991576
-1.213913554,0.050149649,0.04645571
0.664328277,-0.785855221,0.036425404
-0.334705007,-0.778069999,0.159602345
0.250501448,1.227903138,0.0718992
-1.251960562,0.133317844,0.035679445
0.292577151,-0.249232334,0.175732853
-0.644534641,-2.128956667,0.010880685
0.285969771,-0.707824162,0.093723208
0.054257771,-0.045610092,0.224879812
-2.898335914,-2.271232839,0.003256232
-0.832503816,-1.77033562,0.039292703
-0.034847132,-1.261904109,0.047980807
-0.378612652,0.020164155,0.193900216
-0.686887402,-0.736253773,0.168410272
0.553316176,-0.347370796,0.111425866
0.253312118,-0.233203662,0.184670308
0.745002022,0.055782432,0.136725696
-1.269968453,0.321061317,0.022062216
-1.222163181,-0.87958701,0.107480978
-0.206734804,-0.258433195,0.219274621
-0.100710949,0.835943769,0.097828719
-0.46797021,0.661252518,0.074523961
0.892422826,1.350475684,0.090691454
0.153655849,-0.567146226,0.140887241
1.611764094,1.899412302,0.034893139
-0.673089028,-0.431026669,0.180430278
-0.083824014,-0.787345023,0.13209113
-0.525849417,-2.182823626,0.00715644
-0.92593891,-0.46343869,0.142106048
-1.416002112,-1.319694235,0.075447134
0.241695559,0.168265109,0.220305909
-0.414234525,-0.030380338,0.193908254
-1.18176246,-1.389619282,0.083203158
-0.908479392,0.651056447,0.02716296
-0.741630821,-1.982461694,0.02015191
2.317282085,0.969288076,0.009666504
0.434140379,0.326944558,0.206372342
-0.280820016,-0.023378041,0.211274397
1.188369729,0.653352008,0.107805839
-1.078413396,-0.940028923,0.123068458
0.032871962,-0.411324367,0.187154151
0.299040562,-0.432306791,0.142170749
-0.995869026,-1.562561422,0.065993384
0.072877631,-0.313688268,0.197545122
1.521384092,1.784674279,0.043298593
0.711743002,-1.209829311,0.008851133
0.196546377,-0.114117658,0.208390234
0.940030523,2.281186478,0.010451434
-0.249886729,-1.222320141,0.072700643
-1.606654101,-1.04401959,0.061767437
-0.922205184,-0.630226272,0.148160053
0.782591364,-0.208465876,0.092104192
0.22462187,1.1414007,0.083236674
0.057451873,0.677373599,0.150140437
-0.249380591,0.004350603,0.212629317
0.712410161,1.687703675,0.04281426
0.494545452,0.836576272,0.158207234
-1.10490406,-0.60248825,0.119023708
-1.656958931,-1.044001719,0.05641264
0.198445916,0.963135892,0.112087861
0.337891481,1.000412311,0.119276314
0.503546526,-0.299609509,0.128744675
0.130510011,-0.462047945,0.164544932
-0.995259754,-0.534013747,0.134016461
-0.237678161,-0.450912372,0.203468584
-0.406276774,0.851968714,0.05570065
-0.550321339,-0.655011288,0.181742611
-0.593315874,0.147289978,0.136829618
0.04938851,-0.69779623,0.131353683
-1.724089122,-1.603979192,0.044455354
0.381906728,0.187931573,0.209378604
-1.550193491,0.155402976,0.013642697
0.870209767,0.860568447,0.14646263
0.878513772,1.670045175,0.050990681
-0.505532992,0.152736297,0.152881231
-1.128733374,0.05051758,0.057197487
-0.128115568,0.790186338,0.102280309
0.431958603,-1.330397011,0.01357753
2.020289455,0.493819631,0.011908724
0.125374411,-1.288523936,0.032791073
0.304992854,0.726458705,0.166433821
0.051198477,-1.466188091,0.022916192
0.929601624,1.028460497,0.128501927
0.606361298,0.312415305,0.186034022
0.113585507,0.21856073,0.221087845
-0.632530671,0.388378479,0.090937485
1.660238191,0.209057788,0.021861101
0.699961045,-0.897107157,0.024604781
1.264563915,1.47287443,0.073142028
0.694940715,0.920007425,0.148329121
0.4210902,-0.678742594,0.078554283
-0.442710815,-0.625078235,0.186582411
-0.046299761,-0.164175735,0.222672611
0.77396197,2.088364691,0.015290663
-0.600290059,0.46339015,0.084663947
0.395134887,-0.494603399,0.113878928
-1.560416437,-0.122012668,0.024870602
-0.200913952,-0.1606253,0.222237244
-0.450550072,-0.64027195,0.184793017
-0.997676538,-0.970824599,0.12874351
0.34951397,1.294048534,0.070446334
-0.123040178,-0.478427954,0.192810357
-1.226560811,-1.654413243,0.057589073
-0.20656375,-0.198673766,0.221452701
0.498756576,0.168027065,0.193312574
-0.837851425,0.329824134,0.066831147
0.413732357,0.306195282,0.208204006
-2.183262719,-2.397149745,0.01018753
-0.166349805,-0.293851615,0.216847887
2.389344692,2.091706283,0.011194391
0.156923318,0.133672336,0.22395408
-0.791598386,-0.661488094,0.164225246
1.372599842,1.015224477,0.088304078
-0.920486138,-0.594120469,0.147933334
1.453955602,0.880526558,0.076928439
-1.564268438,-1.195318393,0.066292362
0.807252338,-0.668610421,0.034101671
1.052597273,0.502149841,0.122498667
0.60982158,-0.541341069,0.071695671
-0.644637513,0.476049183,0.075876598
-0.5712802,-0.956221219,0.141860103
-0.753215479,0.139128869,0.107499386
-0.382212556,-0.736216535,0.169480615
-1.301014652,-0.389906015,0.072651485
0.143696255,-1.220307901,0.038048206
1.144324646,0.923157539,0.116469422
1.584952376,0.898874741,0.061225315
-0.658666441,0.471126158,0.074464442
-0.6233607,-1.198973794,0.104746075
0.624870434,0.346108334,0.184764028
0.092258117,0.380332298,0.204290528
1.101942715,0.512234751,0.114630966
0.868202395,-0.430215187,0.050997112
-0.924801983,-0.628689353,0.147776466
-2.107911173,-1.046100487,0.019933291
2.355618095,1.33229156,0.012537632
0.643065851,0.579226179,0.181736948
1.260490178,0.751710331,0.100302522
-0.103225115,0.256065054,0.202086362
-0.891876105,-1.671433304,0.051263295
-0.677895236,-0.359858211,0.177528998
-0.082103956,-0.42063734,0.197904385
3.279235133,2.210358984,0.001032172
0.029368783,0.497468976,0.180075371
0.925901808,1.289737809,0.098738391
0.587669465,0.171954126,0.179444726
0.719564705,0.373842039,0.171717925
-0.29858176,0.44524908,0.139837967
0.954497811,1.675712599,0.052578213
-2.529060023,-0.717376069,0.002813048
-0.522878135,-0.383817483,0.197829874
-1.355228056,-1.964077505,0.032901302
-0.457536122,-1.826834555,0.020771618
-0.14631259,-1.461226667,0.034640067
-2.694940146,-1.653513252,0.005591179
0.883044898,0.743079943,0.151582369
-0.210367711,-0.865625044,0.131923944
-1.064128341,-1.305145386,0.095026353
1.565627458,1.021730075,0.066010331
0.314549247,-0.352996757,0.153997294
-2.317878709,-1.36601031,0.014234493
0.740709737,1.849354567,0.029284915
0.408521123,0.166357025,0.205417617
1.219282339,0.237711955,0.0720491
0.150444279,0.671502944,0.162349798
0.418009819,-0.236616307,0.155583921
0.27461446,0.978778981,0.117229732
1.13451354,1.253567648,0.097440072
-0.248320738,0.155686525,0.196606364
0.551735043,-0.348333766,0.111550623
-1.426264047,-1.164064676,0.080223503
0.544963789,1.061777252,0.123381441
-1.092554432,-2.014642505,0.026469097
-1.77653812,-1.433184191,0.045494025
-0.358350472,-0.686848681,0.176089832
0.611537166,0.00407193,0.155766619
0.237120001,0.009712076,0.214953695
0.223694004,-0.985677769,0.058497295
-0.728146977,-0.544082037,0.173900277
-2.582552588,-1.748142048,0.008012641
-1.128167369,-0.785166999,0.120003318
-0.193212022,0.169839216,0.202282705
-0.376658087,0.334047973,0.14623475
1.910488679,1.159970952,0.035106766
-0.859815523,-0.328532128,0.144439221
-0.086101206,-0.768259778,0.136106871
-1.25619657,-1.158608298,0.096018083
-0.059197718,-2.068478967,0.003512359
-0.756730934,0.290009921,0.084832168
-0.607074931,-0.377553754,0.188090452
-0.284478936,-0.195328019,0.217831705
1.136191404,0.628211056,0.11506983
3.065114076,2.797252185,0.001410444
1.216667165,0.506315394,0.094865234
0.866343818,-0.030841061,0.101808798
1.336930536,0.812390008,0.090987855
-0.901190775,-0.360699217,0.139487544
0.117788006,0.368156577,0.207537058
-0.437774443,-0.965223087,0.133642663
-0.621632243,-0.34529139,0.18519224
-1.019619853,-0.147311261,0.096007985
-1.697038153,-1.808291598,0.037315265
-2.198115678,-0.438477881,0.005582162
1.654627775,1.340541652,0.056186513
0.071066779,-0.079387397,0.222419933
0.923886768,0.409529715,0.139047828
-1.786066702,-1.163564051,0.045480526
0.600190155,-0.220444511,0.123741422
0.689060598,0.532072195,0.178592324
-0.614477553,-1.527332625,0.056293528
0.173784252,-0.429883973,0.163712457
-1.083771089,-0.666620652,0.12467651
0.747854421,1.664591137,0.046732773
1.157071611,0.887257935,0.115674637
-1.643983859,-0.633332485,0.043804669
0.15870289,-0.559509783,0.141557312
0.857821142,2.088097585,0.017155319
1.79948019,1.313844947,0.04488574
-1.287276693,-0.924245623,0.09905186
-0.348134735,-0.280996591,0.213264479
-0.818501121,-0.106832284,0.12892979
-0.505975362,-0.256087561,0.197394402
0.712953393,-0.245431675,0.098934806
-0.108088656,0.588849188,0.143820492
-0.129926126,-0.057729436,0.224656186
0.438127704,-0.064344718,0.17848832
0.291771078,-0.609448598,0.110385991
-0.290190028,-0.744180284,0.162224867
-3.594023433,-3.076709163,0.000271031
0.781692416,1.873915115,0.028739348
-1.141815587,-1.409178272,0.082431664
-0.699196623,0.214964587,0.106067284
-1.056292989,0.064554556,0.065979008
-0.71482917,-0.199691119,0.159430983
-0.727567944,-0.500497359,0.174033185
0.072287563,-0.298389642,0.199820834
1.508595546,1.871186398,0.038174327
0.641633232,1.114049891,0.119141013
2.169492019,0.7879144,0.012050821
-1.511120762,-0.556944793,0.055085953
0.309600527,0.200563015,0.216136724
-0.305780598,0.134396799,0.190879807
-1.140912314,0.807775586,0.008243328
-1.800154347,-1.967328027,0.027868446
-0.925215738,-1.606390577,0.059465397
-0.86670619,-1.070011592,0.126553751
-1.883823668,-0.085269331,0.007753715
1.238572044,1.383442411,0.081629433
0.181850073,0.531243153,0.189417159
-0.418825599,0.463080541,0.115393478
0.555758613,1.396432486,0.070377653
1.731236099,0.800884558,0.041938325
-0.835881239,-0.996673554,0.135834833
0.945063686,0.630290499,0.1448662
0.830446774,1.314583482,0.094520603
0.478974364,0.273776606,0.201326907
2.864651365,2.23433506,0.003607037
-1.462849739,0.053001264,0.023057941
-1.454721246,-1.291560314,0.073691797
2.432135691,1.100066482,0.007855276
1.163755672,1.098786681,0.107032166
0.827246072,0.785443345,0.154931341
0.083703096,-0.335840137,0.192878402
-0.511623702,-0.564687258,0.191071742
0.506897162,-0.811206667,0.049477266
0.644160389,-0.327157156,0.098496871
0.924039417,-0.859081868,0.01432068
-0.245568307,-0.495930539,0.198246692
0.627473819,1.280279202,0.092079024
-0.360129314,-0.827501608,0.152711385
0.81800453,-0.050377991,0.108110959
0.11881303,0.895462601,0.115592307
-1.318344987,-1.557339328,0.064533048
-1.329290032,-0.672155776,0.086855242
0.390099563,0.454523189,0.203664275
-1.59111065,-1.849501629,0.038007854
-0.561690995,-1.34403989,0.078435485
-0.571971051,0.459997141,0.089776595
-1.042219316,-0.164223383,0.093887
1.255018853,0.62169482,0.095733033
1.389347469,0.513137507,0.068638499
-0.62626778,-1.60851724,0.047319797
0.890757507,-0.23706213,0.070593157
1.290979052,0.56080468,0.086524214
1.848340223,0.497136167,0.020801809
0.57505182,0.051280246,0.168790233
-0.289739783,-0.739045525,0.163096429
-0.05128284,0.329418442,0.197758694
0.776347769,1.178814317,0.112773974
-0.905338561,-0.139892931,0.11625301
0.881440561,0.774885889,0.15047679
1.806439665,1.701151523,0.037270754
-0.050534838,1.019693735,0.073123107
-1.067267723,0.449767924,0.029062145
-0.903629012,0.780124762,0.019285278
2.135097823,1.815174334,0.021261156
0.882724846,-0.139022597,0.08448981
0.876704345,0.186186724,0.127115647
-0.066940463,0.289855171,0.201623526
0.266968792,1.450363332,0.043690511
0.822262044,1.458267219,0.074700723
-0.043415948,0.035464642,0.225614209
-0.731379333,0.247835601,0.095314044
-2.443332206,-0.941063202,0.00599791
-1.722479107,-1.25796847,0.05140751
-0.508374663,-1.19428486,0.098717979
-1.07837985,-2.438783842,0.007466257
-0.176366736,-0.663348017,0.166547757
1.503309928,2.706342596,0.004852794
2.115441933,1.166899225,0.021533097
0.404231971,0.58003397,0.191701815
1.843427106,2.165828136,0.019825133
0.35507656,0.185999151,0.212015957
0.37967887,1.050780669,0.113777665
-0.594775817,1.572352348,0.003337078
1.047211844,1.659393428,0.056208158
-1.248906548,-0.712999846,0.100761636
1.08053012,0.044494945,0.074220894
-1.64176885,-1.202723162,0.058874154
0.331989866,-0.728346193,0.083484281
0.046284326,0.011237313,0.226487686
-0.056205475,-0.426650184,0.194609074
1.312242781,0.080898005,0.045777241
-1.456336942,-1.289055019,0.073657201
-0.907190747,-1.062203788,0.126098296
-0.339769188,-0.200833939,0.213748685
0.81113609,0.438933537,0.160089588
-0.479302462,-0.877357461,0.151088609
-0.216001933,-0.404198396,0.207952911
0.260486695,0.180884336,0.219267446
-1.884329394,-0.714757319,0.025781621
1.75638314,0.960135743,0.044523523
-0.001448832,1.023945233,0.078120272
1.830573645,0.462784094,0.020721423
-0.310137167,-0.7690363,0.159375725
-0.329810725,-0.149171807,0.213235562
0.240013462,-0.621489733,0.116545816
-0.057123326,0.716801057,0.126521124
0.114814733,-0.888760838,0.086651918
1.295109702,1.018711298,0.097141578
0.561185993,-0.287612803,0.11999851
1.240066593,0.323022501,0.076476506
1.619248957,0.746331149,0.051689877
-0.086497194,-0.453300079,0.193412003
2.116973809,2.400741047,0.010742899
0.815208463,-0.101964597,0.101417015
-1.459780505,-0.869705931,0.07590285
0.871641017,1.584475492,0.060463128
3.060385804,2.21231775,0.002096299
0.149877442,-0.135456796,0.211344156
-0.907041566,-0.920071752,0.139303961
-1.951275274,-1.818531115,0.028047717
0.708247418,0.770998277,0.164239144
-0.0682836,0.111716759,0.220482991
0.323591234,0.22025247,0.215245502
-1.199043069,-0.727936596,0.108774166
1.080541752,0.315804208,0.102671935
-1.416401003,-0.747989199,0.077644842
-0.759481984,-0.480940733,0.16938698
-2.48483958,-1.250670958,0.007874897
-1.318736902,-1.541520281,0.065798728
0.947537696,0.015556294,0.093158301
0.804451328,0.993694,0.137143834
0.02886255,0.237499924,0.216170833
0.41810317,-0.08970397,0.178483206
1.808902723,2.029970867,0.025280447
0.264984608,-0.502530733,0.134867398
0.303081701,-1.287015234,0.021901588
1.137121832,1.292411687,0.093826146
0.635155759,0.018516582,0.153170199
1.103900254,0.665414207,0.121527424
-0.149722083,0.731527173,0.109970875
-0.649955226,-0.107947497,0.161609269
0.116731549,0.625780221,0.167108824
0.242550912,0.251168643,0.218893355
1.506975167,2.539580571,0.008224671
0.442280592,0.772898656,0.166281196
1.264194236,2.092471155,0.024123052
-0.348634529,-0.465335431,0.203501043
-0.636514898,-2.01728562,0.015484084
-0.110683679,-0.835780881,0.126056898
0.124120299,-0.983378298,0.070174203
-0.903483091,-1.522497208,0.068858858
0.045188906,-0.535698216,0.163366971
-0.115047729,-0.248794826,0.219065921
0.431614445,2.381514795,0.002627455
1.345706023,0.187292621,0.050170646
-0.74752318,0.485212409,0.059988191
-0.233836336,-0.153902029,0.220685568
0.290647476,0.180726926,0.217305091
0.551627739,0.571317117,0.188629215
-0.020945547,0.981503164,0.082814416
0.742736675,0.305150956,0.163625233
0.373170206,-0.070697695,0.188621071
0.401843992,0.326504148,0.208899346
-0.125520123,-0.403811172,0.20357928
-0.099644686,-0.35587861,0.207869532
-1.369958497,0.056236896,0.030125263
0.475944144,0.930796489,0.141964813
0.894456434,-0.23780128,0.069941133
-0.923897121,-0.692412563,0.147857058
1.583532889,0.956441738,0.062844316
-0.553423496,0.31535393,0.116783731
1.531396741,1.118204185,0.070167317
-1.690344052,-0.989705565,0.051887224
0.914478824,0.719045114,0.148628061
0.442803372,0.15690538,0.200482218
-0.141608931,-0.243559769,0.219983025
-0.372868322,0.43966502,0.127752073
0.803222086,0.53547793,0.164071159
-1.606454755,-1.633258805,0.048965813
0.535062532,0.601101921,0.187161349
0.120291806,-0.431138471,0.171742191
1.714074035,1.716166682,0.040698481
3.385479306,0.573949475,2.39623E-05
-1.526778461,-0.822509725,0.065860127
-0.667280717,-0.206622399,0.168746291
-0.52849643,0.641257454,0.068977271
-1.100932314,-0.84938423,0.12320971
-2.977158384,-2.968751409,0.001299694
0.023557569,0.8822035,0.106060967
1.125377284,1.904894371,0.035010564
-0.916327462,-1.767259985,0.042255635
-0.421787228,-1.051138929,0.117144304
-1.734871881,-1.763745614,0.037950941
-1.250197336,0.012629227,0.045392029
0.592085919,-0.800294855,0.041838657
-0.620187169,1.378994426,0.00647777
-0.453824249,-0.0338897,0.187978213
-1.06024296,-0.744832474,0.12929232
2.171856093,0.06205849,0.002290972
-0.62003215,0.209867745,0.121680856
1.854596939,0.749339099,0.029167821
-0.523133065,-0.801584895,0.164129762
0.071937304,0.337021847,0.208258513
3.242676843,2.712345336,0.001002046
-1.169149828,-1.24910687,0.09604529
1.560240386,1.355680307,0.06320728
1.861497182,2.065358199,0.023025948
-1.367789052,0.166993317,0.023748756
-1.48809263,-0.013168989,0.024667399
-0.369331636,-0.220674843,0.211498255
0.483468432,-0.578220965,0.085096927
-1.082930221,-0.576146407,0.121418427
-0.451286817,-1.017175212,0.125363176
-1.399177307,-0.555327212,0.069958938
0.054065703,1.269632358,0.048660668
-0.227819148,-1.520874289,0.03396596
0.722819116,1.165217302,0.113720911
0.3798101,0.48674509,0.2012736
-1.012071355,-1.975380981,0.027523099
0.186722613,0.660568703,0.168069716
-0.160027417,0.556947484,0.14184012
0.250355967,-0.251325185,0.182292578
1.479001607,1.982417652,0.031648117
1.006098954,1.070198556,0.120447794
-1.601039871,-1.260014201,0.062055226
3.556136853,2.090119582,0.000333688
-0.72293657,-0.4824943,0.17448836
-0.261617693,0.122247251,0.19902006
0.741084954,0.963888261,0.142120452
0.636221568,0.14007639,0.167740756
0.106775232,0.52204195,0.184326591
-0.541545642,-0.116542436,0.182017406
0.398345527,0.283471831,0.209537141
-1.195764449,-1.467815559,0.075493863
-0.573074291,-0.041364639,0.167927661
1.495198121,0.600048936,0.059572494
1.131678187,1.237962681,0.098943326
0.199881358,-0.688674039,0.110335202
0.888594668,0.908994227,0.141467501
-0.418117237,0.110684224,0.175481996
-0.356176105,-0.778374527,0.161008113
0.460766238,1.084852805,0.114102886
-0.641583071,-0.285767933,0.179235048
-0.722407716,0.250584387,0.096482803
0.375418318,0.28867158,0.211306756
0.005070295,0.580380648,0.161852347
-0.198373486,0.235496686,0.192581642
-0.031028887,0.951380299,0.086677606
-0.00688437,0.381680358,0.194917783
-0.369716535,-0.573768831,0.192115772
0.214236884,0.813766262,0.142267737
-0.893780545,-1.972968956,0.024843686
-0.666141175,-1.441746755,0.070311247
-0.258624127,0.067548948,0.205715507
0.649867817,-0.391429414,0.08758429
0.338964024,0.436854439,0.206032414
0.51933066,-0.539078384,0.085719995
-1.745828304,-1.148260566,0.048964809
0.777444022,-0.001687585,0.122615752
1.218800888,0.405985576,0.086911105
-0.000787404,0.160527113,0.220944239
0.341158309,0.228745975,0.21397106
0.378844353,0.215692576,0.210504522
1.372188931,1.670797697,0.054312626
0.528275819,-0.488935381,0.092314114
0.457943369,-0.11754868,0.167273542
0.790691249,0.265435096,0.151672218
-0.170908025,1.3323356,0.02616283
1.145359914,1.823833785,0.041977104
-0.833373422,0.007830461,0.111057394
-1.830577803,-0.326282445,0.016107715
-0.563473439,-0.672285234,0.179644947
-0.379858504,-0.639488893,0.183822499
-1.121067268,-0.878169715,0.120228242
0.100305273,-0.893475883,0.087750169
-0.56292204,-1.276660671,0.088909166
-0.771558275,-0.367699842,0.162886223
0.841827896,1.148405794,0.11724214
1.060014744,0.702040707,0.1289707
-0.288995258,-0.889555346,0.135386374
1.231293819,2.417995699,0.009549294
1.553533522,1.870357391,0.03753807
1.3851187,0.81607801,0.084394328
-0.489434831,-0.261633343,0.199696273
0.867844592,0.236432473,0.134272686
0.563473967,-0.508160155,0.083615274
1.702219544,1.774058228,0.038678603
0.306824809,-0.245596399,0.17392172
0.961926817,0.445151419,0.13471705
