code,name,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
600873,西藏明,50438007.14,39783504.89,-35474567.85,-35474567.85,-0.327750196,1.981812175,-16.53790405,-8.547799735,415014026.4,108236603
600678,四川金,428809346.2,142251070.5,-87105869.9,-79836842.65,-0.343148125,1.084070965,-31.65365881,-8.490700838,940285662.8,232660000
600182,桦林轮,801183163.5,135862649.8,-164625596.8,-164625596.8,-0.484192932,1.783287774,-27.15169917,-8.448959099,1948471935,340000000
600095,哈 高,240130608.7,78757061.73,-117053838.2,-124953576.1,-0.477724331,2.276481529,-20.98520569,-7.915743382,1578545060,261560000
600816,鞍山信,135824932.1,0,-197736439.3,-201289919.4,-0.443262685,1.270874763,-34.87854963,-7.394139092,2722290139,454109778
600838,上海九,494617297.9,106544488,-95506141.68,-98306942.82,-0.245226644,1.439058069,-17.04077475,-6.784897763,1448908241,400881981
600891,秋林集,401918235,69004319.7,-51801953.89,-51801953.89,-0.212683013,2.246230129,-9.468442717,-5.704694356,908058357.9,243564134
600760,山东黑,282702213.4,7686537.76,-51987848.74,-51987848.74,-0.190431699,2.716891585,-7.009175496,-5.421070218,958996040.4,272999973
600732,上海港,709404619.4,-6622320.82,-59056259.52,-59559709.14,-0.240169221,1.375461267,-17.46099483,-5.301293518,1123493897,247990600
600057,ST厦,988261206.5,172725252.3,-78249478.53,-78249478.53,-0.218451922,1.150414655,-18.98897247,-4.938855931,1584364469,358200000
600065,大庆联,549955227.7,18605850,-61547502.6,-57330278.22,-0.298595199,3.770651879,-7.918927777,-4.711422773,1216835784,192000000
600769,祥龙电,436774301.1,28163558.21,-49226192.15,-49226192.15,-0.141123664,2.454897706,-5.748657637,-4.360574497,1128892356,348816000
600886,湖北兴,1906409323,792341.05,-39628397.74,-39628397.74,-0.140653007,3.054912761,-4.604157905,-4.351497702,910684101.2,281745826
600159,宁城老,203446873.6,56293802.43,-28913170.32,-38440552.09,-0.126033929,2.304434685,-5.469190777,-3.39318678,1132874627,305001616
600758,金帝建,636143748.4,32928118.73,-34056490.27,-33695988.96,-0.210922643,1.936890739,-10.88975431,-3.031109421,1111671810,159755200
600259,兴业聚,404766693.6,14963793.85,-37112909.1,-37213635.72,-0.174384422,2.034267647,-8.572344084,-2.982077136,1247909897,213400000
600175,宝华实,71213251.9,34962299.39,-18479810.19,-14037828.28,-0.131588192,3.979603925,-3.306565027,-1.727484517,812616734.9,106680000
600790,轻 纺,1040709718,199196992.8,-29383490.1,-46764119.32,-0.125757094,2.587924473,-4.859380384,-1.726525445,2708568209,371860686
600840,浙江创,154238737.6,12658460.68,-5726809.73,-5160088.54,-0.03692334,1.13892375,-3.241950112,-0.626284102,823921367.6,139751403
600060,海信电,3872560750,432430877.7,-15364520.35,-17995600.53,-0.036445471,4.485163028,-0.812578518,-0.448973905,4008161797,493767810
600768,ST甬华,208161506.1,20948736.93,508982.45,282410.6,0.003040596,0.847508195,0.358768975,0.106923046,264125098.7,92880000
600618,氯碱化,2728322990,344176780.2,26450265.55,5133371.96,0.004408284,2.407093264,0.183137229,0.111350883,4610086442,1164483067
600689,上海三,680703472,72175019.9,-3724500.72,1316292.79,0.006549002,2.413093774,0.271394443,0.118794088,1108045706,200991343
600802,福建水,582648450.5,198743550.2,-4556346.32,2104167.64,0.007440033,2.480628738,0.299925277,0.132182068,1591870721,282816991
600612,第一铅,910746959.1,165861913.1,10575662,1860999.17,0.007391388,1.745972964,0.423339193,0.13526624,1375804610,251779396
600817,宏盛科,795307582.2,61518170.61,8605394.43,1078895.25,0.013074668,1.231516908,1.061671853,0.178791017,603439293.9,82517982
600774,汉商集,548776412.7,78123558.59,3747200.85,2929839.41,0.031014356,4.725449818,0.656326014,0.187735875,1560617762,94467200
600617,联华合,323117653.6,18785716.14,271882.23,1128163.45,0.006747599,1.703430798,0.39611817,0.199830015,564561561.4,167194800
600667,太极实,640914597.9,122213486.7,5923230.82,3817276.08,0.010350044,1.509950198,0.685455977,0.223647492,1706827131,368817381
600783,四砂股,132758371.1,25610447.64,-1608040.29,1313010.31,0.006491089,1.506425453,0.430893465,0.241261565,544226888.7,202278900
600877,中国嘉,2590508982,256972266.4,8537998.16,9752884.28,0.020581313,2.860225126,0.719569702,0.244169228,3994313443,473870840
600359,新农开,537671097.6,102082334.7,5204420.95,4410875.26,0.013741044,3.068450716,0.447817016,0.252959111,1743710768,321000000
600806,交大科,102493975,24967806,2051121,2051121,0.00837167,2.036814345,0.411017804,0.264851616,774441566,245007400
600002,齐鲁石,7022365951,573499506.6,41136394.85,21141627.6,0.01084186,2.417760392,0.448425756,0.274467678,7702774967,1950000000
600623,轮胎橡,2465765017,259705407.7,20698376.78,16601794.31,0.018664864,1.216915085,1.533785266,0.279713069,5935294461,889467722
600077,国能集,276802140.6,98005923.04,4635341.51,2149107.16,0.016946236,2.805038007,0.604135714,0.286970938,748893658.5,126819142
600688,上海石,20197396000,1776146000,93509000,71604000,0.009945,1.88506875,0.527566965,0.289073371,24770182000,7200000000
600624,复旦复,302131899.9,68008595.4,1065479.34,3166380.14,0.012017666,1.642808643,0.73153171,0.29634051,1068493855,263477126
600648,外 高,203123425.3,41853758.38,-9322729.77,9170213.66,0.012308062,1.86751896,0.65905953,0.314662293,2914303323,745057500
600767,运盛实,316591411.7,86456745.07,25575670.62,5134155,0.015055723,1.776034733,0.847715599,0.339676563,1511483438,341010182
600685,广船国,2076603221,90318985.76,11325128.18,8978314.36,0.018149831,1.248752365,1.453437148,0.357664357,2510262534,494677580
600167,ST沈新,111376646.8,19336617.71,2196324.83,2196324.83,0.011559604,1.91204799,0.604566644,0.372240361,590028665.1,190000000
600821,津 劝,1539951870,160287314.7,3689284.81,5216799.33,0.017833934,2.285981176,0.7801435,0.374826176,1391791625,292520958
600805,悦达投,1267196533,274932757,-7187351.62,20355836.94,0.037319675,3.119606798,1.196294182,0.378553346,5377270374,545445188
600804,工益股,294196924.1,15915357.43,1323895.32,1325197.35,0.011364237,1.635156044,0.694994056,0.388269493,341308645.8,116611200
600869,青海三,118147116,39990405.74,-74715.13,1768955.17,0.014741293,1.725502999,0.854318601,0.419499492,421682315.3,120000000
600206,有研硅,108355366,29718124.23,7407071.63,3733985.08,0.025751621,4.768252441,0.540064134,0.420077074,888880948.1,145000000
600313,中农资,1871235551,94700549.93,15848375.65,6104923.45,0.024206675,2.999302505,0.807076813,0.447522139,1364161216,252200000
600683,宁波华,660115154.6,54354648.22,5305725.28,4033349.98,0.020242281,1.187398234,1.704759234,0.45409313,888220876.1,199253729
600650,新 锦,251161693,197374603,13186303,8904763,0.017757541,3.016305735,0.588718218,0.467171288,1906102373,501463734
600109,ST成,641718753.6,22751047.3,1309061.92,1303986.59,0.018370485,0.203626777,9.021645226,0.47363165,275316607.4,70982696.43
600115,东方航,12839339289,2219037964,163016305.5,132919443.3,0.027310624,1.282399346,2.129650523,0.485901462,27355226064,4866950000
600839,四川长,9514618512,1135595348,111607618.2,88535874.76,0.040909069,5.887277833,0.694872407,0.501974862,17637511665,2164211422
600765,力源液,51641296.32,18960910.85,1146046.4,1146046.4,0.010321767,1.376753493,0.749717851,0.537623989,213168761.7,111032000
600113,浙江东,66663981.61,21923038.87,4212611.65,2430467.25,0.02059718,3.000888756,0.686369331,0.563781587,431100856.8,118000000
600892,湖大科,23745503,6911103.19,1630644.23,1420778.97,0.028134237,1.252835405,2.245645112,0.603382536,235469024.1,50500000
600240,仕奇实,88355625.54,33376691.25,10949084.85,5484402.66,0.031339444,4.146719361,0.755764763,0.649627615,844237919.6,175000000
600772,石油龙,210519342.1,100229561.7,49327504.29,9918284.42,0.041392413,2.71621734,1.52389915,0.667690843,1485460602,239616000
600221,海南航,3254753740,937944027,140084757,100302701,0.137353394,2.990751923,4.592604066,0.668491871,15004326205,730252801
600748,浦东不,315547247.7,4990415.49,10229321.89,7929021.9,0.013495251,1.789900986,0.753966338,0.677270345,1170732184,587541643
600722,沧州化,1318739353,132934029,23105502.39,19883780.98,0.047182813,2.30731528,2.044922652,0.684275983,2905813075,421420000
600847,万里电,111123068,26925506.05,1362794.8,1362794.8,0.015371022,1.001579286,1.534678492,0.688041268,198068758.8,88660000
600225,天香集,376581634.5,50529986.35,9551262.55,8229988.92,0.040945219,1.9853972,2.062318739,0.69845606,1178311621,201000000
600198,大唐电,2051455334,576876098.6,56491532.64,36100018.5,0.082234936,4.335395865,1.896826462,0.716042782,5041600786,438986400
600836,界龙实,507818589.5,91366463.65,8647797.4,5538009.57,0.04958209,1.812158031,2.736079811,0.765735837,723227163.3,111693750
600885,力诺工,102924668.2,27756619.51,4192589.37,4214853.71,0.032470124,1.054294888,3.079795289,0.769498577,547740286.5,129807132
600673,成量股,131506504.3,39856197.43,2802876.39,2605547.56,0.023516962,1.115733356,2.107758275,0.782348384,333041853.7,110794393.6
600882,大成股,419082731.8,80134098.78,8994941.18,7358699.92,0.039595034,2.603964105,1.520567571,0.787971494,933878951.1,185849063
600192,长城电,692372553,182849076.3,20845714.55,15328037.6,0.04782539,3.185759236,1.501224254,0.802389315,1910299316,320500000
600627,电器股,2592939545,427262146.8,47419055.32,40368668.38,0.077936991,1.638776551,4.755803385,0.811974475,4971667165,517965449
600671,天目药,144426652.5,66965382.22,7716965.32,3368234.31,0.027658665,1.842461034,1.501180473,0.824041728,408745600.8,121778628
600848,ST自,578447967,188975072,18101894,8355729,0.02092663,0.275851624,7.586190604,0.838076551,997012622,399286890
600810,神马实,1157430869,109225201.7,67693993.9,34375430.47,0.060703946,6.03146651,1.006454165,0.843416119,4075737908,566280000
600733,前锋股,71596296.32,22585025.02,2045354.4,4749033.16,0.024035272,1.326187304,1.812358741,0.912151247,520640976.6,197586000
600691,东新电,60861957.53,12420974.88,2148488.35,2148488.35,0.027803329,1.203802371,2.309625738,0.927028282,231760820.3,77274499
600679,凤凰股,781560955.6,105660649.1,24842022.64,18264791.37,0.039336407,1.866303019,2.107718133,0.949342455,1923941279,464322817
600150,沪东重,800317422.8,84215984.89,16166029.26,12134401.43,0.0502474,1.946622676,2.581260393,0.968099738,1253424719,241493120
600604,二 纺,815302392.3,151129881.7,18250589.52,13896263.19,0.024532232,1.195664567,2.051765447,0.9765695,1422967150,566449189.5
600665,沪昌特,826208087.3,29594097.35,16418702.03,13684981.67,0.019004224,1.723601973,1.102587741,1.029246846,1329611232,720102101
600610,ST中纺,449419326.1,63026186.11,8615778,6612032.41,0.018516352,0.118830199,15.58219348,1.037048144,637582010.6,357091534.8
600216,浙江医,867037763.8,215388889.6,21126893.05,16384824.72,0.036405867,1.333018746,2.731084435,1.046850052,1565154885,450060000
600468,特精股,133943431.7,33330547.55,7482500.17,5950581,0.054096191,3.07014462,1.762007905,1.059906579,561425046.3,110000000
600801,华新水,691883574,217100468.9,29202654.67,22619211.67,0.068877015,2.19973151,3.131155531,1.096362036,2063115187,328400000
600737,新疆屯,767261504.2,258721122.9,87859210.71,50665783.79,0.132072481,2.305556624,5.7284423,1.178908726,4297685027,383621050
600710,常林股,528117014.4,69115699.45,10764380.97,10302317.16,0.062438286,2.753299119,2.267762532,1.197715677,860163840.1,165000000
600128,弘业股,1449252709,113180697.8,21828008.3,10243087.1,0.05135731,2.764639163,1.857649662,1.216249877,842186074.8,199447500
600169,太原重,665110449,110829855.5,28163626.07,20525669.23,0.055150967,2.335924738,2.360990762,1.220850242,1681260201,372172425
600099,林海股,190628999.8,11898769.97,8688881.84,6649692.19,0.030347263,2.100917747,1.444476476,1.245037928,534095551.8,219120000
600808,马钢股,9547928732,1281847057,297131266,208396492,0.032283007,1.611617771,2.003142873,1.246165949,16723012874,6455300000
600600,青岛啤,5276724546,1561053739,182564938,102887744,0.102887744,2.964914586,3.47017565,1.248056292,8243838412,1000000000
600753,ST冰,100158467.6,17026985.42,5390776.94,5390776.94,0.042115445,0.819099669,5.141675235,1.262979484,426830127.3,128000000
600684,珠江实,170037115.2,27681513.82,16735051.25,13522578.98,0.072298029,3.137661002,2.304201398,1.28169188,1055056928,187039387.2
600657,青鸟天,1134794511,362558302.4,90965787.26,46460863.06,0.259445083,4.153869174,6.245865542,1.313378204,3537508305,179077832
600112,长征电,165247251.4,55092730.36,10793014.43,9174062.26,0.053337571,2.787873409,1.913199183,1.336970743,686182724,172000000
900935,金泰Ｂ,155852530,44189403,6223380,5331269,0.028771015,1.513281975,1.901232886,1.337763806,398520948,185300000
600158,中体产,206905525.2,125723750,20519868.85,14218704.52,0.056056793,3.062891674,1.830191808,1.342203302,1059355501,253648200
600852,中川国,222902431.2,69799318.5,22164945.46,15982911.89,0.097273738,1.574983653,6.176174448,1.346920801,1186625961,164308602
600179,黑化股,1230347067,53906568.71,14424881.36,21757856.6,0.065932899,2.368157839,2.784142919,1.374497495,1582968080,330000000
600185,海星科,307288864.9,49495989.38,12600941.15,11064274.43,0.055880174,2.542282956,2.198031252,1.382662454,800215149.9,198000000
600336,澳 柯,1063127741,230695246.3,55313837.63,45153522.93,0.132401045,3.483348842,3.800970027,1.410123231,3202097656,341036000
600793,宜宾纸,460007248.1,98226742.65,16241746.14,12690182.28,0.120514552,1.702238901,7.079767211,1.41499577,896835350.9,105300000
600899,信联股,167231661.4,52257777.9,14137836.84,15881005.22,0.089467737,2.600348476,3.440605672,1.443367597,1100274473,177505386
600791,天创置,305409390.3,44086329.31,16674990.84,8681270.71,0.087689603,1.230381614,7.12702483,1.489551172,582811176.6,99000000
600721,PT百花,39080183.79,13539777.99,3864703.16,4703593.29,0.04961557,1.26059387,3.935888602,1.501850054,313186611.2,94800750
600871,仪征化,7808658000,728090000,213375000,170789000,0.04269725,2.200467,1.940372203,1.524698402,11201494000,4000000000
600369,长运股,110974858.9,20788448.16,20014686.87,16266351.97,0.09440715,3.247647287,2.906939757,1.532379601,1061509299,172300000
600702,沱牌曲,858281393,157327970.8,38330116.93,30856401.12,0.091480584,4.724824113,1.936169098,1.537918302,2006374531,337300000
600755,厦门国,2018619671,128225901,34454070.06,25889996.53,0.130678359,3.448979215,3.788899587,1.556244209,1663620425,198120000
600656,华源制,613777404.1,139297676.5,33370124.85,18868490.28,0.202411562,1.581282945,12.80046452,1.560815383,1208886745,93218441
600652,爱使股,282290982.1,95015526.46,32374768.18,25668911.1,0.085670173,2.021038509,4.238918374,1.571235859,1633676507,299624832
600605,轻工机,195028557.1,25277364.53,7528590.07,9423253.13,0.044831645,1.472995954,3.043568782,1.571325114,599701045.2,210192000
600677,航天中,1596941306,208867389.9,45622905.22,29947844.39,0.09181601,1.525149273,6.02013271,1.597834079,1874277485,326172356
600162,山东临,533687807,104241930.6,22574373.1,19406551.09,0.110333453,3.355239906,3.288392375,1.617266897,1199959706,175890000
600820,隧道股,3973425764,384432695.8,119358475.8,96890195.6,0.180297808,2.927536283,6.158687394,1.618781785,5985377183,537389759
600263,路桥建,1636112483,140099780.3,47848877.13,43329696.79,0.106165627,3.30439699,3.212859322,1.626025833,2664760664,408133010
600190,锦 州,286532272,126688146,58769534,48173221,0.050896166,1.485502743,3.42619131,1.629480529,2956354504,946500000
600757,华源发,1793217109,207988276,65292620.02,55572273.29,0.117701901,2.566067597,4.58685896,1.684846562,3298358115,472144227
600523,贵航股,354509142.5,108742847.7,25009269.55,19103223.52,0.086832834,2.595373181,3.345678179,1.722831707,1108827022,220000000
600778,友好集,1068834193,202976944.5,49375386.78,33083931.35,0.106211397,2.414322044,4.399222423,1.726682953,1916039727,311491350
600638,新 黄,347000543.3,21687393.5,71528899.98,55100789.64,0.098190174,3.712635965,2.644756312,1.759223551,3132108459,561163988
600631,第一百,3289279479,616266451.4,86297330.6,69161275.42,0.118660925,2.814841113,4.215546099,1.772493984,3901918768,582847939
600116,三峡水,291829036.9,111665696.2,28241377.35,20365871.09,0.116530893,2.927987729,3.979896902,1.792716664,1136034015,174768000
600803,威远生,264001915,49476580.84,14651169.43,13658238.74,0.115530713,2.702583215,4.274825356,1.809991035,754602562.9,118221713
600075,新疆天,1292146155,190921747.8,67015692.29,46858493.92,0.206607116,4.799319312,4.304925399,1.812127759,2585827280,226800000
600363,联创光,632348164.9,154790963.3,43562828.81,20210090.09,0.122631809,3.647397381,3.362172986,1.833416795,1102318368,164803000
600208,中宝股,852203451.9,125543971.1,70828800.5,40632570.21,0.194382982,2.884397116,6.739119983,1.855177962,2190224929,209033577.5
600201,金宇集,208264083.1,73103339.4,14543997.8,14231998.83,0.130313848,4.725213072,2.757840668,1.868387313,761726368.5,109213250
600131,岷江水,142867714.8,72941553.98,33527228.6,27341349.71,0.092199911,2.007636251,4.592460979,1.875664778,1457688497,296544208
600812,华北制,2837305629,752552921.2,227968293.5,139786185.5,0.119537267,2.086470644,5.729161224,1.905718824,7335089717,1169394189
600556,北生药,123793186.8,59992349.04,21991817.84,15180753.47,0.168675039,5.319729502,3.17074465,1.924348551,788877537.9,90000000
600331,宏达股,372461360.3,82774009.84,32912983.98,22238564.53,0.171065881,5.089010876,3.361476035,1.941473551,1145447720,130000000
600894,广钢股,2446110721,222981195.8,74151517.7,65681289.07,0.095720203,2.253961014,4.246755053,1.961262975,3348928211,686180000
600093,禾嘉股,120084123,50989675.4,25689018.35,16120922.85,0.084292407,2.018439186,4.176118242,1.974574191,816425279.2,191250000
600867,通化东,205904502,87992267.23,36772675.35,29334276.34,0.090400326,4.228314857,2.137975278,2.014017408,1456505600,324493036
600681,诚成文,237181746.5,75319502.2,22241758.51,16652747.69,0.08003511,1.79757371,4.452396564,2.018988889,824806306.6,208068030
600827,友谊股,5773095239,788112624,122378244.3,70052811.75,0.28675733,2.311861026,12.40374427,2.026145297,3457442655,244293012
600203,福日股,798763918.3,74107808.71,33413240.69,31618151.07,0.123315722,2.309247896,5.340081591,2.051667481,1541095298,256400000
600281,太化股,711788581.1,119325792.3,48832475.57,40910594.57,0.113986934,2.860511701,3.984844183,2.064128633,1981978929,358906000
600841,上柴股,1411854056,332937951,53438139,44477765,0.092602344,3.298639695,2.807288828,2.082854087,2135423949,480309280
600230,沧州大,516425323,48647087.06,26942353.78,17817772.8,0.068706519,2.488230478,2.761260233,2.100236828,848369696.2,259331620
600828,成商集,1413073399,152751012.1,26565037.02,20399187.68,0.12049848,2.576056461,4.6776335,2.116224362,963942578.6,169290000
600094,华源股,1858169194,370661561.7,142868580.5,81080650.29,0.16488051,2.91890977,5.648701842,2.117314688,3829409524,491754000
600864,岁宝热,214350125.7,56266398.96,30326251.42,19714234.71,0.144326658,2.912612461,4.955230385,2.151124059,916462006.4,136594549
600878,北大科,83188506.84,42357721.39,20250648.84,17190816.46,0.060439383,1.732182076,3.489204969,2.156245978,797256743.4,284430707
600322,天房发,608679018,139270329.7,92936484.09,66301936.1,0.156480471,3.864230985,4.049459554,2.16734665,3059129286,423707417
600318,巢东股,555157297,146350688.1,37291290.31,31259816.14,0.156299081,2.990414309,5.226669771,2.170501403,1440211745,200000000
600448,华纺股,1010885329,94796681.01,41370793.03,28405351.39,0.11594021,3.018801817,3.84060355,2.172034104,1307776491,245000000
600596,新安股,649117924.3,129036986.3,32311478.3,20482849.16,0.152731293,3.681637542,4.148460878,2.200105567,930993924.3,134110363
600672,英豪科,542765733.4,159070338.8,63847811.39,25435359.53,0.057679566,1.422368084,4.055178566,2.201594815,1155315199,440976960
600630,龙头股,2078799708,406610053.1,109308854.1,96795823.28,0.227829072,3.826327064,5.954249806,2.205648124,4388543314,424861597
600602,广电电,4058711570,365884510.2,202595870.6,170444004.7,0.20220319,3.194702589,6.329327505,2.219443182,7679584054,842934303
600744,华银电,1069988823,235743662.8,127822055.6,113563603.8,0.159578336,4.081213517,3.910070757,2.229624583,5093395754,711648000
600699,辽源得,183528236.1,41535450.35,23627490.3,19100161.57,0.107953174,2.324298744,4.644548116,2.234461293,854799393,176930061
600358,国旅联,108374975.9,59255266.36,13750944.18,12833485.55,0.091667754,2.941555363,3.116302181,2.240235923,572863126.4,140000000
600262,北方股,227946008.2,49780822.17,22573766.46,18944913.85,0.11144067,3.360252693,3.316437182,2.243734276,844347481.5,170000000
600815,厦工股,1062394301,181835266.3,40073666.28,29505475.82,0.098479905,2.635990259,3.735973798,2.256375618,1307649116,299609100
600246,先锋股,141970446,11699914.74,19551965.14,15904210.67,0.172871855,3.233000713,5.347102288,2.293941414,693313725.2,92000000
600881,亚泰集,1087410062,413251944.6,141656647.6,111892133.2,0.235509698,3.649676214,6.452892906,2.326590527,4809274856,475106267
600148,离 合,160133081.6,40133444.43,9239119.41,8302388.86,0.058667306,1.783843379,3.288814846,2.328821362,356506041.8,141516450
600052,浙江广,409248507.1,69348754.17,89036511.87,70980375.51,0.146764806,2.944276519,4.984749388,2.338947214,3034714725,483633492
600199,金牛实,509827537.4,88762238.42,40715668.82,35162946.22,0.10150966,2.780587655,3.650654919,2.35781074,1491338793,346400000
600157,鲁润股,493633349.8,86486802.93,22275669.8,18651416.98,0.109427028,1.696697197,6.449414096,2.363802266,789043028.2,170446162
600754,新亚股,682648811,345606925,57187173,54120724,0.089716626,2.851552176,3.146238283,2.366032225,2287404348,603240740
600329,中新药,1521939000,570085000,85568000,64441000,0.174327885,3.921418407,4.445531358,2.369385253,2719735000,369654000
600830,甬城隍,723014134.9,65772049.57,33292077.93,19296759.32,0.110174766,2.733245932,4.030913029,2.373944172,812856492,175146814
600051,宁波联,3642285556,259239566.4,72795907.15,54302123.09,0.179570513,2.719261977,6.603648873,2.377281762,2284210645,302400000
600731,湖南海,300386408.4,72735299.68,27787633.78,22040482.27,0.094221834,1.851419754,5.089166519,2.402671429,917332349.4,233921176
600122,宏图高,2004814827,235875053.9,69324918.29,58153918.5,0.182186461,2.948030024,6.179939144,2.406317543,2416718386,319200000
900948,伊煤Ｂ,1147229962,879604105.4,36235839.84,32960809.07,0.090056855,2.16018325,4.168945175,2.420270936,1361864433,366000000
600706,长安信,596660872.8,73474183.15,31864691.98,19908712.19,0.227962072,1.587255022,14.36203188,2.430572783,819095496,87333441
600708,东海股,199367850.5,56279549.14,37850007.82,30189794.96,0.126882612,1.538288721,8.248296313,2.43145554,1241634670,237934848
600379,宝光股,240354905.7,90313508.85,15625836.39,12487000.41,0.079031648,1.571479483,5.029123768,2.436472713,512503191.4,158000000
600752,哈慈股,254005843.6,159146186.3,39951042.85,34678684.2,0.102458965,2.899840646,3.533261906,2.486781255,1394520894,338464128
600250,南纺股,2898407141,228505338,53735508.88,41372523.4,0.311862281,4.840218029,6.443145309,2.488331772,1662661060,132662800
600072,江南重,413253281.7,46295552.72,32705163.46,27506889.07,0.100177758,3.492659534,2.868237157,2.496376942,1101872422,274580800
600701,工大高,639061584.3,104172039.9,48313865.74,38228929.75,0.117957406,2.476792624,4.762506332,2.498667223,1529972835,324090968
600644,乐山电,251851884.8,72668882.51,35023162.97,28025731.37,0.112401239,1.863822795,6.030682697,2.504189447,1119153801,249336499
600788,达 尔,191247026.1,96184434.59,52362776.25,54216473.29,0.189145197,4.671759349,4.048693066,2.518032071,2153128783,286639440
600888,新疆众,418954184,86318829.23,36237113.18,31196929.21,0.301743215,2.28121237,13.22731801,2.558763802,1219218795,103389000
600794,保税科,135107986.1,48486242.21,33918757.63,14753511.06,0.123729878,2.650617202,4.667964801,2.561987268,575861997.5,119239680
600809,山西汾,433472307.9,138853093.2,36301331.42,28707277.42,0.066310181,1.802786818,3.678204204,2.600467803,1103927431,432924133
600675,中华企,1595508414,663171043.6,286350767.6,135224009.1,0.232658434,2.226412786,10.44992357,2.603351427,5194228015,581212581
600123,兰花科,450620057.9,124337639.7,56954373.78,39605770.78,0.106682211,2.197119578,4.855548689,2.612700944,1515893768,371250000
600218,全柴动,447421660.6,79599693.46,39250705.88,31219073.57,0.110159046,3.02172015,3.645574054,2.616155014,1193318951,283400000
600365,通葡萄,128556854.5,51493233.04,29097565.37,16562837.61,0.118305983,3.858009485,3.066503164,2.620470608,632055843.7,140000000
600728,新太科,581100303.8,155449811.1,35248829.61,28070985.14,0.134839854,3.913905677,3.445148284,2.6322198,1066437732,208180180
600620,天宸股,195689438.3,48883494.42,38457960.03,34132139.96,0.127943872,1.434966555,8.916157038,2.638349387,1293692948,266774325
600735,兰陵陈,184074006.3,33323019.53,10537510.5,12068040.74,0.077952405,1.954951044,3.987435163,2.641178182,456918841.1,154812936
600372,昌河股,3328468798,522781615.1,85258894.1,86938661.92,0.212045517,3.142969677,6.746661236,2.643476716,3288799988,410000000
600659,神龙发,393870772,44544978.09,42789921.46,24929355.67,0.143749861,1.488311661,9.658585971,2.644862972,942557551.7,173421772
600242,华龙集,66191528.75,28012919.3,16339814.85,20324002.39,0.116784594,2.799722954,4.171291072,2.671668006,760723351.2,174029825
600776,东方通,8398612586,1185059812,259768033.4,207343655.9,0.330165057,5.815739906,5.677094618,2.685330598,7721345597,628000000
